Path,Transcript,goldStandard
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_flpss45kNMRJ1OyjEiJaPFx5rCo2_sid_87GmGKiM3e8FJdv1vF3b_1743380663_195798657_sentence_segment_close.wav",ʌm From then on GymSoccer was a favorite game in town,"From then on, GymSoccer was a favorite game in town."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ovpeape9PZbAq7VLrirwGOYrvsh1_sid_lpp0jgK2wIWbfNSaJuy1_1742389582_195798658_sentence_segment_close.wav",In a sunny town Banana Truman had a joyful pet goat,"In a sunny town, Banana Truman had a joyful pet goat."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ovpeape9PZbAq7VLrirwGOYrvsh1_sid_lpp0jgK2wIWbfNSaJuy1_1742389582_195798659_sentence_segment_close.wav",every day Truman and his goat played outside,"Each day, Truman and his goat played outside."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ovpeape9PZbAq7VLrirwGOYrvsh1_sid_lpp0jgK2wIWbfNSaJuy1_1742389582_195798660_sentence_segment_close.wav",One day Truman notice the goat looking dull and not playing,"One day, Truman noticed the goat looking dull and not playing."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ovpeape9PZbAq7VLrirwGOYrvsh1_sid_lpp0jgK2wIWbfNSaJuy1_1742389582_195798661_sentence_segment_close.wav",Truman was worried,Truman was worried.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ovpeape9PZbAq7VLrirwGOYrvsh1_sid_lpp0jgK2wIWbfNSaJuy1_1742389582_195798662_sentence_segment_close.wav",He thought How kinni cheer my goat up,"He thought, ""How can I cheer my goat up?"""
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ovpeape9PZbAq7VLrirwGOYrvsh1_sid_lpp0jgK2wIWbfNSaJuy1_1742389582_195798663_sentence_segment_close.wav",Knowing the goat love sweets Truman made a sweet mix of fresh hay and treats,"Knowing the goat loved sweets, Truman made a sweet mix of fresh hay and treats."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ovpeape9PZbAq7VLrirwGOYrvsh1_sid_lpp0jgK2wIWbfNSaJuy1_1742389582_195798664_sentence_segment_close.wav",Truman watch as goat ate with delight showing a new baʊnt in its step,"Truman watched as his goat ate with delight, showing a new bounce in its step."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ovpeape9PZbAq7VLrirwGOYrvsh1_sid_lpp0jgK2wIWbfNSaJuy1_1742389582_195798665_sentence_segment_close.wav",Truman felt happy ɡɛn knowing his his dear goat was full of joy,"Truman felt happy again, knowing his dear goat was full of joy."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_ovpeape9PZbAq7VLrirwGOYrvsh1_sid_lpp0jgK2wIWbfNSaJuy1_1742389582_195798666_sentence_segment_close.wav",From that day they shared many sweet times təɡɛ,"From that day, they shared many sweet times together."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_lz3I7DDQoORrxWnoDM8h_1741216155_195798667_sentence_segment_close.wav",mɜɹ kitties love the sea,Mermaid Catsy loves the sea.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_lz3I7DDQoORrxWnoDM8h_1741216155_195798668_sentence_segment_close.wav",She s:wɪms to a s:ʌn.lɪt ship,She swims to a sun-lit ship.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_lz3I7DDQoORrxWnoDM8h_1741216155_195798669_sentence_segment_close.wav",On the ship Casty finet shiny shesells (seashells),"On the ship, Catsy finds shiny shells."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_lz3I7DDQoORrxWnoDM8h_1741216155_195798670_sentence_segment_close.wav",She shops She shops in the she...suh sea's the sea's shiny shop for a shwal ʃwɛl,She shops in the sea's shimmery shop for a shawl.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_lz3I7DDQoORrxWnoDM8h_1741216155_195798671_sentence_segment_close.wav",A fish wɪf a clash of wɛd s:wɪmz by,A fish with a flash of red swims by.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_lz3I7DDQoORrxWnoDM8h_1741216155_195798672_sentence_segment_close.wav",si|itsies ca.atsies wish for a splash of sun,Catsy wishes for a splash of fun.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_lz3I7DDQoORrxWnoDM8h_1741216155_195798673_sentence_segment_close.wav",As Catsy smile and meet a shy fish,"As Catsy sails, she meets a shy fish."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_lz3I7DDQoORrxWnoDM8h_1741216155_195798674_sentence_segment_close.wav",jum joins the ship Casty says wɪf a wide smile,"""Join the ship,"" Catsy says with a wide smile."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_lz3I7DDQoORrxWnoDM8h_1741216155_195798675_sentence_segment_close.wav",The fish nods and hops aboard,The fish nods and hops aboard.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_lz3I7DDQoORrxWnoDM8h_1741216155_195798676_sentence_segment_close.wav","They share a dish of taɹget: ""sweet"" (swit) -> ""shɹeet"" (ʃɹɪt) shrimp",They share a dish of sweet shrimp.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_lz3I7DDQoORrxWnoDM8h_1741216155_195798677_sentence_segment_close.wav",at the s:ʌn sets Casty and the fish set winning the day nɛvɛ ends,"As the sun sets, Catsy and the fish sit, wishing the day never ends."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_lz3I7DDQoORrxWnoDM8h_1741216155_195798678_sentence_segment_close.wav",A pic|hu|sel fɪʃ falls under the ship making a magical end la la da da,"A peaceful hush falls over the ship, marking a magical end."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_b7tT96cSBaaiNnMJ2KcuOQPRkO83_sid_5hkZcPiSBPzGIpag8Xeo_1742423396_195798679_sentence_segment_close.wav",Lila love to tie dye,Lila loved tie dye.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_b7tT96cSBaaiNnMJ2KcuOQPRkO83_sid_5hkZcPiSBPzGIpag8Xeo_1742423396_195798680_sentence_segment_close.wav","She Taɹget: ""decided"" (dɪsaɪdəd) -> ""deciyed"" (dɪsaɪəd) to try making her own tie dye shirt",She decided to try making her own tie dye shirt.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_b7tT96cSBaaiNnMJ2KcuOQPRkO83_sid_5hkZcPiSBPzGIpag8Xeo_1742423396_195798681_sentence_segment_close.wav",First she tie tiny knots in a plain white shirt,"First, she tied tiny knots in a plain white shirt."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_b7tT96cSBaaiNnMJ2KcuOQPRkO83_sid_5hkZcPiSBPzGIpag8Xeo_1742423396_195798682_sentence_segment_close.wav","taɹget: ""Next"" (nɛkst) ->""Nex"" (nɛks) she dip the shirt into bright swiriling dye","Next, she dipped the shirt into bright, swirling dye."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_b7tT96cSBaaiNnMJ2KcuOQPRkO83_sid_5hkZcPiSBPzGIpag8Xeo_1742423396_195798683_sentence_segment_close.wav",Lila wait patiently  for colors to dry,Lila waited patiently for the colors to dry.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_b7tT96cSBaaiNnMJ2KcuOQPRkO83_sid_5hkZcPiSBPzGIpag8Xeo_1742423396_195798684_sentence_segment_close.wav",When when she untied the knots she was surprise,"When she untied the knots, she was surprised!"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_b7tT96cSBaaiNnMJ2KcuOQPRkO83_sid_5hkZcPiSBPzGIpag8Xeo_1742423396_195798685_sentence_segment_close.wav","The shirt was a taɹget: ""dazzling"" (dæzlɪŋ) -> ""dazzeling"" (dæzelɪŋ) dɪs|pleɪ of pink blue and Taɹget: ""Yellow"" (jɛloʊ) -> ""yella"" (jɛlɑ)","The shirt was a dazzling display of pink, blue, and yellow."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_b7tT96cSBaaiNnMJ2KcuOQPRkO83_sid_5hkZcPiSBPzGIpag8Xeo_1742423396_195798686_sentence_segment_close.wav","Her friend Taɹget: ""kyle"" (kaɪl) -> ""kylie"" (ˈkaɪli) saw her shirt and said and said woah it looks like a rainbow in the sky","Her friend, Kyle, saw the shirt and said, ""Wow, it looks like a rainbow in the sky!"""
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_b7tT96cSBaaiNnMJ2KcuOQPRkO83_sid_5hkZcPiSBPzGIpag8Xeo_1742423396_195798687_sentence_segment_close.wav",Lila smile with pry,Lila smiled with pride.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_b7tT96cSBaaiNnMJ2KcuOQPRkO83_sid_5hkZcPiSBPzGIpag8Xeo_1742423396_195798688_sentence_segment_close.wav",She know she would try to tie dye again,She knew she would try tie dye again.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_b7tT96cSBaaiNnMJ2KcuOQPRkO83_sid_5hkZcPiSBPzGIpag8Xeo_1742423396_195798689_sentence_segment_close.wav",It was fun and full of delighting surprises,It was fun and full of delightful surprises!
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798690_sentence_segment_close.wav",Once upon a time there was a pɪnsɪs named jay,"Once upon a time, there was a princess named Jane."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798691_sentence_segment_close.wav",She lived in a big castle on a heel,She lived in a big castle on a hill.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798692_sentence_segment_close.wav",Jane love to have fun and play games,Jane loved to have fun and play games.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798693_sentence_segment_close.wav",One day Jane s: saw a cute mouse the godden,"One day, Jane saw a cute little mouse in the garden."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798694_sentence_segment_close.wav",The mouse has had white fɜ and a lɒŋk thin tail,"The mouse had white fur and a long, thin tail."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798695_sentence_segment_close.wav",jeɪn name the mouse Penny,Jane named the mouse Penny.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798696_sentence_segment_close.wav",Penny and Jane became bɛs fɹɛnts,Penny and Jane became best friends.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798697_sentence_segment_close.wav",Jane made a small house for Penny with a tube  tiny cute bed it it and a tiny cute bed inside,Jane made a small house for Penny with a tube and a tiny cute bed inside.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798698_sentence_segment_close.wav",ɛvwi day Jane and Penny would play and explore ɹaʊnd the castle,"Every day, Jane and Penny would play and explore around the castle."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798699_sentence_segment_close.wav",dʒ.dʒeɪn ɪh was happy with her new friend,Jane was happy with her new friend.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798700_sentence_segment_close.wav",In the evening Jane and pɪ.pɛni watch the stars from castle,"In the evening, Jane and Penny watched the stars from the castle."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798701_sentence_segment_close.wav",Penny loved to the stars' bright light,Penny loved the stars' bright light.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798702_sentence_segment_close.wav", dʒieɪn said You're my bɛs fɹɛn Penny and I will always be here for you,"Jane said, ""You are my best friend, Penny, and I will always be here for you."""
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_mHWscHBXcoabM7fdw88AliGuPWw1_sid_zNwobTQRQ5zMd2Rabg7s_1743380602_195798703_sentence_segment_close.wav",And so Jane and Penny happily ssssssssweeng many adventures together day and night,"And so, Jane and Penny lived happily, sharing many adventures together, day and night."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_flpss45kNMRJ1OyjEiJaPFx5rCo2_sid_cqG7XCJHLAa4J12lsMtP_1743380445_195798704_sentence_segment_close.wav",Once upon a time əm in a bus:|tling snæ bar there was a bottle of soda named dʒoʊbi,"Once upon a time, in a bustling snack bar, there was a bottle of soda named Joey."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_flpss45kNMRJ1OyjEiJaPFx5rCo2_sid_cqG7XCJHLAa4J12lsMtP_1743380445_195798705_sentence_segment_close.wav",Joey was excited because today was the day of the annual əm snack meeting,Joey was excited because today was the day of the annual snack meeting.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_flpss45kNMRJ1OyjEiJaPFx5rCo2_sid_cqG7XCJHLAa4J12lsMtP_1743380445_195798706_sentence_segment_close.wav",All the snacks and drinks gathered to discuss the joy they bring kids,All the snacks and drinks gathered to discuss the joy they bring to kids.
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_flpss45kNMRJ1OyjEiJaPFx5rCo2_sid_cqG7XCJHLAa4J12lsMtP_1743380445_195798707_sentence_segment_close.wav",J|um|Joey the soda bottle bounced with excitement ready to join his friends,"Joey the soda bottle bounced with excitement, ready to join his friends."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_flpss45kNMRJ1OyjEiJaPFx5rCo2_sid_cqG7XCJHLAa4J12lsMtP_1743380445_195798708_sentence_segment_close.wav",As he rolled to the meeting he spotted his bɛs friend a napkin named Roy,"As he rolled to the meeting, he spotted his best friend, a napkin named Roy."
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_sentence_segments/uid_flpss45kNMRJ1OyjEiJaPFx5rCo2_sid_cqG7XCJHLAa4J12lsMtP_1743380445_195798709_sentence_segment_close.wav",Roy was always there to keep things ˈtɪti,Roy was always there to keep things tidy.
